Date,Ratings,Review,Park
May 2018 ,5.0,For those who love Science this is an absolute fun place to visit. It has various sections here which caters to different aspect of science. Visit the dinosaur section and know more of these pre-historic creatures or head to the science sector and learn new stuff.It is a fun place to visit with family on a holiday and enjoy the day. There is also a Kids Activity Area where your toddlers can have some fun.,Science City
May 2018 ,4.0,Science City is one of the popular tourist attraction in Kolkata. Situated in the heart of city it attracts all groups of people to know more about Science. Good hangout place with your family. Must Visit Place,Science City
Apr 2018 ,5.0,"Mirror room is very amazing. There are 35 exhibits based on reflection of light. Variety of fresh water fishes in 26 tanks , provide the bio-diversity of the fish species. life cycle of butterfly is shown here by hatching a colony of butterflies . The garden is very good and well maintained .It comprises Caterpillar Ride, Gravity Coaster, Musical Fountain, Road Train, Cable Cars, Monorail Cycle, butterfly nursery and several exhibits on physical and life sciences and a maze set up in a lush green ambience. this part is also known as Science Park. great place for all people.",Science City
Nov 2017 ,4.0,"Its a awesome experience of science city, When I went there I thought that I went heaven, from where I never want to come my native place.",Science City
Jul 2017 ,5.0,The Science City a major attraction for the residents of Kolkata as well as for the national and international visitors . i visited there when i was in 11 standard .that place provides u a vast knowledge about science releated issue. i must say everyone should visit this,Science City
Dec 2017 ,4.0,We drove past Science City our our way from out hotel. It was quite colourful and the area was very crowded.,Science City
Apr 2018 ,5.0,I heard a lot about this. So visited it with eager. But found not so attractive. I hope they should improve it by adding more items.,Science City
Jun 2017 ,5.0,"My children enjoyed very much in science city, especially all rides, 3D shows/projects. We captured a lot of photographs in entrance with Robi Thakur and also in all beautiful places during afternoon to evening time.",Science City
Apr 2018 ,5.0,"Illusions, Powers of Ten, Fresh Water Aquarium and Live Butterfly Enclave are the various attractive items, particularly for children's are the items to visit here.",Science City
Sep 2017 ,5.0,This place is most visited by school children as part of official outings. Known for making science and history fun for children it also houses the largest auditorium in Calcutta.,Science City
Apr 2018 ,4.0,We visited the Science city and the best part is the entry through a ropeway. The park is extremely well maintained and it is green all around. The museum itself is multi storied and it really very informative and helpful. A must see; but one should have at least three three to four hrs in hand to see the Science City comfortably.,Science City
Jan 2018 ,5.0,Nice place to visit with the children.There are many rides for children & others.Many types of testy foods are available there.,Science City
Dec 2017 ,4.0,"People of any age can visit this place. There is a space theatre, a 3D theatre. you can witness many scientific facts, participate in experiments. There are few food stalls too.",Science City
Apr 2018 ,5.0,Great place to learn various scientific concepts. The space theater with dome screen is one of the key attractions.,Science City
Mar 2018 ,4.0,"Its a must visit place especially for kids. the ride to explain human evolution, science experiments, etc. is worth. One needs 3-5 hours to see things. There are plenty of food options but these are pretty street food. Visitors with young kids should carry their own food and its allowed.",Science City
Oct 2017 ,5.0,This place is caked science city because everything required for the college students are available in this place.,Science City
Dec 2017 ,5.0,Its a really good place only not for kids also for the teenager or all it is the mixture of science and human effort.,Science City
Mar 2018 ,4.0,This is the first time I visited Science City though I have lived here for long. It is an awesome place to take your kids out. They have a space centre which gives you information on space and planets. The Dark ride takes you on a car to show you various dinosaurs which had once lived. The human Evolution gives you information about how we came into being. Overall a very nice experience. You need atleast 3-4 hours on a weekday with almost no crowd. Take the cable car ride back to the parking area. They have eateries inside. But take your napkins. Water can be purchased. More appropriate for kids over 7 or 8 years for the shows. If you take all the rides and shows it will be around 300 per person.,Science City
Apr 2017,5.0,"Nice place, with good stuff for kids. The entry cost is cheap. More attractions can make it a wonderful place.",Science City
May 2017 ,4.0,This place offers lot many mediums for learning to a child. The dinosaur park and science museum are the highest crowd pullers.,Science City
Apr 2017 ,5.0,"Science city as the name suggest is not only a great place for kids to learn something new but for adults as well.Ropeway rides, Science shows,labs,maze made out of grass etc etc , their are plenty of things to do and watch.Such a nice place for everyone that also not very far from center of city.",Science City
Feb 2018 ,4.0,Science city in kolkata has a lot of book expos and others during the year. It has a lot of fun activities to do during the day.,Science City
Feb 2018 ,5.0,Science city is good for visiting and it is very nice. A Jurassic park in this science city is worth visiting.,Science City
Jul 2017,5.0,"Excellent place to learn about different aspects of science. Be it physics,chemistry, biology or space technology. Very interactive science models which can be easily understood by children. They also 3d movie theater and a rope-way which give an amazing bird eye view. Must visit for students.",Science City
Mar 2017,5.0,"This is one of the best places to rediscover your childhood. You should definitely visit this place if you want to relive your childhood days of science,",Science City
Dec 2017 ,5.0,A perfect mixture of Science and Human efforts is the description for the place. one of the tourist attraction and loved by kids.,Science City
Jan 2018 ,5.0,"Very informative. There's something for all age groups. Loved the 3D show, the presenter was very knowledgeable and engaged the audience with interactive questions.",Science City
Dec 2017 ,4.0,"Science city is good place for picnic, family or friends group will really enjoy this place as having too much fun loving activities. This place is also knowledgable for young children.",Science City
Sep 2017 ,5.0,In Kolkata Science city is famous spot for children in here the children's are can learn something about science and also in here have same playing spot.,Science City
Dec 2017,4.0,Science city may be any one feel that its old research but still many things u and ur family dont know about science...secondly u can enjoy Gandola which is fabulous to experience with family.One should take time and visit the place Enjoy Science city,Science City
Jan 2018 ,5.0,"This place is more of an entertainment/educational site for families and children..it has a plethora of eateries, amusement rides, education tours, science themed exhibits, aquarium, 3-D museum etc.",Science City
Jan 2018 ,4.0,One of the newest and most popular touristsâ attractions of Kolkata is Science City. This is really a great experience.,Science City
Jan 2018 ,5.0,"This is a nice place for Children and Family as well as for teenagers. Different types of Scientific games are there, There are shows about Human Revolution, Creation of Earth etc etc. Lots of things to do there. Everybody can enjoy the place. One thing I noticed, Maintenance of gardens and other places should be look after. Overall it is a wonderful place.",Science City
Jan 2018 ,5.0,Must visit place in kolkata with ur kids. They enjoy and will Learn a lot from this place. A nice rope car ride is inside. there is full of experiments and mainly to mention is the experiments kept in Dynamotion the speciality about this is we ourself physically test all the experiments kept there.,Science City
Nov 2017 ,5.0,Good place but very old now. They should work now to have some new science related things in it so that to have updated knowledge,Science City
Jan 2018 ,5.0,My second visit to this place. Disneyland it ainât ! Some interesting exhibits in the main hall and it reminded me of my visits in London at the Science Museum in the 50âs. It really needs a serious cash injection. Two visits in two years is enough for me!,Science City
Jan 2018,5.0,Best place for children outing with knowledge..little bit costly entrance ticket...restaurant also available but very costly,Science City
Jan 2018 ,4.0,Well I except for Evolution of human..I did not like the place much...It's ok to keep it in ur list to do in Kolkata and put a tick if u have time...Keep at least 4 to 5 hrs for trip...,Science City
Dec 2017 ,5.0,"There is a good chance that kids will like the place. Otherwise, it feels like a trip back to a rundown past. The place feels like visiting an international exhibition in Bakou in 1905.",Science City
Jan 2018 ,4.0,"Science imparted through fun and sport. Scientific principles are demonstrated through simple games. Aquarium hosting many rare fish. Exploration centre conducting shows on science. Planetary facts through feel and audio. Sphere experiments. Besides coaster ride, road train , ropeway. Kid's play field. Best canteen and catering inside campus. Rare site to encourage kids and youngsters towards science, hence better living and society. Must must see. Such Science Cities should be established in every district of country.",Science City
Jan 2018 ,5.0,it was a flop show . most of the places are closed and under maintenance and whichever were open the tickets were not available. we just had the cable ride which was junk and not at all worth the price . I dont recommend this place at all.,Science City
Dec 2017 ,4.0,Why do people come in here?? That is the main question. There is nothing in here.You pay 50 rupee for this crappy place. I would not pay 10 rupee for here. Inside most of the place are off for renovation. There is a place which are showing evolution of human blah blah staff for 80 rupees. The show is whole bunch of crap.Do not Go to this place.,Science City
Dec 2017 ,5.0,Good for a days visit. Some attractions are closed. Some shows you need to pre book. Still maintenance is required. Overall costly if you need to see all the attractions. Good for children. Would recommend a day for this place.,Science City
Nov 2017 ,5.0,was in and out after 30 minutes.very crowded with locals.lots of noise - india I suppose.so much traffic getting there and back that i was sorry to go in the end,Science City
Dec 2017 ,5.0,"The place is maintained like a government undertaken place .. few things were good (one is rope way travel), rest were moderate (time travel show, sky train dinosaur park); mirror image hall and other gallerias were fine .. if you have kids (upto 12-13 years may be) they would enjoy much .. but its a good day out with family / kids .. especially during winter season in kolkata",Science City
Nov 2017 ,5.0,"Yes , you can call it a Dream trip . The largest one of its type of Science Museum in India ,rather in entire Asian continent , this is located at the Eastern Metropolitan Bye pass road in Kolkata . This is a must to visit once you are in Kolkata . Everyone, not only the children, enjoys its fresh water aquarium with fresh water fish , exhibits on various topics of science specially interacting with those devices ,the scientific show with three dimensional effect , the cable car covering a vast area of the place which helps you getting a panoramic and clear view of the entire science city makes the experience simply unforgettable .",Science City
Dec 2017 ,4.0,Science City is a permanent exhibition ground for science n technology for the old and young almost in the heart of Kolkata. Been there this month and loved their new exhibit Science On A Sphere!!,Science City
Aug 2017 ,5.0,- Good to go with kids.- Even the grown-ups will enjoy.- It can get a little hot in summers and there is a lot of walking from one building to another,Science City
Dec 2017,4.0,"Science City is the largest Science center in West Bengal. It situated at Bypass in Kolkata. It is good for science lover. Science on a Sphere, Space Theatre, 3D Theater, Time Machine,Road Train, Cable Car,Mono Cycle,Gravity Coaster,Evolution of Life etc are there for entertainment. School going student as well as general people can enjoy. It over crowded in winter. So One can avoid winter.",Science City
Dec 2017 ,5.0,Nice place. Aesthetics are a little crude in finish. Good place to learn about School Science and Geology for your kids.,Science City
Mar 2017,4.0,"If you wish to see the miracles of science and get amused, this is the place for you. Suitable for young kids and people from non-scientific backgrounds as well, you will not get bored even for a while. It lets you see the amazing effects of various scientific principles.",Science City
Sep 2017 ,5.0,"Very big .with many science experiments. Time machine, planetorioum . They have a big fish collection aswell. rope way is also there.complete package . Kids and adults both can enjoy a whole day",Science City
Jan 2017 ,5.0,"This amazing place is very well conceptualised and created .You will be satisfied by it attractions and offerings. It is for people of all age groups especially children, to explore the world of science and technology in a better and interactive way.Science city is one place where you will love the science happening around you and you will surely love to get lost in cycle of evolution with roaring dinosaurs, mammoths, and many other Jurassic life size creatures with moving limbs. You can enjoy the whole journey in less than Rs.200 per head.",Science City
Nov 2017,5.0,"This place is great, probably the best for science enthusiasts in India. However, it needs an overhaul! There are many exhibits, which are not working! Many abandoned exhibits! A vigour is missing somewhere, I have been to the national science museum in London, I`d like the one here to give it some competition! There is potential, a slight intent seems to be missing! However, for us in India, this is probably the best!",Science City
Feb 2017 ,5.0,"good for children to learn and see many science experiment, Great learning place for all specially kids.",Science City
Nov 2017 ,5.0,this place is just amazing...it has both the science section and amusement park which had some rides also....i ll take a whole day to visit this place completely..,Science City
Feb 2017 ,4.0,"A must-visit place if in Kolkata. The world of science opened to the young minds as well as old. A visit here wont be boring, even for those who do not like science.",Science City
Nov 2017 ,5.0,Good science place in Kolkata/west bengal.ok place for spend good time with your love one.good for children to learn and see many science experiment.,Science City
Aug 2017 ,4.0,"Science city is place of combination of science as well as amusement park. The Place has lots of attraction like time machine, theater etc. Its situated on EM bypass, beside ITC SONAR hotel. Entry ticket is Rs 20. Also have evolution park with all the details of evaluation on earth. That is very help full for knowledge.",Science City
Nov 2016 ,5.0,Yiu may go with friends family children. Its a scince place. Here you learn may science and technology. Rope way avilable. 3d show and space theatre avilable. Ticket required.,Science City
Oct 2017 ,4.0,This place is actually a science museums usually frequented by teen agers The place has quite a number of astronomical shows and 3d shows related to animals,Science City
Jan 2017 ,5.0,"The place is full of science exhibits, models and live experiments. So much to see and do. Great learning place for all specially kids.",Science City
Dec 2016 ,5.0,This one is great place although a bit far but worth to try. You will be amazed with what they have inside,Science City
Apr 2017 ,5.0,"I visited this Science City a number of times since its inception but when last I visited in April I was shocked to see the conditions there. Theater Hall is all right but other places seemed to be in ruined conditions, some scientific instruments were out of order. Cleanliness has deteriorated. Maintenance was not as before. This Unique glory of Kolkata requires renovation I believe.",Science City
Sep 2017 ,5.0,"Kolkata, the city of joy is filled with facts and fun. Science city is one of them, where one will not only enjoy but one will learn through enjoyment. Science City is a place where one can spend some quality time with friends, family and also one can learn certain things about science. With a reasonable price chart one can have the benefit of enjoying few hours in there.",Science City
Oct 2017 ,5.0,"To meet with latest technologies inventing worldwide, visit the India's most technically updated & one of that Kind place, the 'Science City'. Organize your trip for the whole day. from 9:30 a.m. to as it will required. Visit with a group of 25 or more person to get discounts. For educational Purpose it will give you more discounts. Meet the today's Science & technology by visiting here. Have a nice visit.",Science City
Nov 2016 ,4.0,This is a place for a day trip. There are lots to cover and has different rides. Must visit place in Kolkata with family and friends or couples.,Science City
Jan 2017 ,5.0,"Science Park is a must visit place if you're touring Kolkata. Do allot a complete day to cover every attraction/ride at the place. Food options are great. From kids to adults everyone is sure to have a good time. Science on a Sphere (indoor ride) is one thing you cannot afford to miss. We visited only half day so couldn't see everything. Cable cars, train, cycle monorail, Maze, scientific rides are some of the outdoor attractions. Hope the government builds more such parks across the country.",Science City
Sep 2017 ,4.0,Wow! so great looking and large the place is. From the elements of space to the origin of life and species- all are greatly visualised here. A great many scientific beauty are there to get the taste of scientific joy! It's always delight to visit again and again..,Science City
Sep 2017 ,5.0,The Science city is the place that I liked the most in Kolkata..It is very knowledgeable place.. Different types of experiment are shown here in a amazing way.. Dinosaur park is the main attraction here...,Science City
Oct 2016 ,4.0,"Dinosaurs complex,3D shows and the mirror maze are the main attraction.The convention centre at the science park houses a seminar building and a large mini theatre.",Science City
May 2017 ,5.0,science city of kolkata is paradise for science seeker.here have many scientific experiment illustration.awesome place to enjoy with knowledge,Science City
Sep 2016 ,5.0,The place is nostalgic to mostly all people from 90s but it needs certain upgrades as well from time to time.,Science City
Jun 2017 ,5.0,"As soon as I arrived in Kolkata this was the first place that caught my eye I'm so glad I visited this awesome place , I have no idea why it's not on TripAdvisor top 10places in Kolkata this should be no1, amazing things to see and learn a very clean and well kept place, friendly staff and for me this best part was this is the only place that there is no extra charges for tourists (I'm from South Africa) my favourite was the train ride through the dinosaurs and the world global",Science City
Jul 2017 ,5.0,Nice place to spend some qulity time. Good entertainment. Take a ride of Cable car. Good experience for Kolkata people.,Science City
Feb 2017 ,4.0,Science city is the best place to visit with children. Here children can gather knowledge. Love the place.,Science City
Nov 2016 ,5.0,We went there with our 8yr old niece & he loved the place. The Gondola ride is nice & gives a good aerial view of the place. Inside there are good illustrations of science phenomena in a easy to understand wayfor children. Must visit for kids.,Science City
Nov 2016 ,4.0,Very bad to go on a hot and humid day. Otherwise it's good with kids who want s to explore in science and solar systems.,Science City
May 2017 ,5.0,"Good place to enjoy with friends and family. Science Museum, Jurassic Models, Rope Way, Food Court all available. Space Theater is very good and always recommended.",Science City
Aug 2017 ,4.0,If you are a science enthusiast you should go. Also good for kids and students as they can learn a lot of things here. Always crowded and long queues for the shows.,Science City
May 2017 ,5.0,"I must have visited Science City at Kolkata at least 4 times already in last 8 months. With three kids, there always something new to explore & learn. From Cable car ride to Space Auditorium & swings. Surely recommend at one of the best places to spend half a day with kids.",Science City
May 2017 ,5.0,"It is a nice campus with number of outdoor as well as indoor exhibits. Each building has some shows, with their own timetable. you can buy a combined ticket (cheaper) or individual show tickets. The shows have different timings, so plan your visit in such a manner that you get to most of them and also have time left for the exhibits. Keeping a whole day for it is wiser, as there is lots to see!summer is not a great time to go, as it gets excruciatingly hot inside and impossible to be outside. winter months are best suited to make the most of this place. If you are on a short trip- you can plan half day for this (3-4hours) and do selective viewing.",Science City
Aug 2017 ,5.0,Science city is a nice place to visit with kids. It has a good collection of knowledgeable things. However the space city is closed since March 2017. Cable car is also close till 11 March 2017. Time machine was a nice to visit. Aquarium is OK. It's a fun place where you can enjoy with your family for couple of hours.,Science City
Jun 2017 ,5.0,The Park has all facilities like it has rides for children and also has many things which teach us lots about Science. It tells about earthquake .There is also a small movie which tells us the motivation power.There is also a train which takes one through the whole park.The park is quite big There is also cable car.Its best for kids teenagers and adults too.,Science City
Jul 2017 ,4.0,"This place has lot to offer, how things works, we can really understand, you should visit this place morning and spend whole day there doing various paid activities and shows which are not costly, specially kids will enjoy each part of it. It also has restaurants etc.",Science City
Jul 2017 ,5.0,A great place for science lover.Lot's of things to enjoy there and there are many rides also.You can learn lot's of things from there..,Science City
Jan 2017 ,4.0,Absolute a funny place for everyone especially for science lover. Various sections of different aspects of science is made here. Cable ride was really funny.,Science City
Oct 2016 ,5.0,"A very good place for kids, youngsters to hang out, chill out, you can have lots of fun here, it's a popular destination of Kolkata and also a landmark. A lot of live experiments based on the concepts of science. The maze with experiments in it is very interesting. Eatables are available inside although the quality is not very great. Marine museum has a lot of models of ships. Dinosaur hall was under renovation. You can also see rabbit, duck, peahen and hamster. Entry ticket is Rs. 40, trolley ride costs Rs. 46, the manual monorail is Rs 15, the train ride is Rs. 15 and the theatre show is Rs. 60. It is better to buy theatre tickets at the entrance as Que for the ticket inside is very long.",Science City
Nov 2016 ,4.0,"One of the best attraction is Kolkata. There are a lot of attractions including a toy train that take you around the park, overhead cable car, etc. The best part was the evolution of the world, which is in an automated car taking you along in a tunnel ride. Must for young children with a penchant for science. Best part is the low entry fees. But please keep in mind you need to walk a fair bit inside, so please come prepared.",Science City
Nov 2016 ,5.0,The place is beside em bypass road opposite to Milan mela complex. It has a ropeway. Different galleries exhibit different kinds of items which entertain kids. The marine museum is good. Though many people go there to have picnics and romance. It has lost its previous glory.,Science City
Aug 2016 ,5.0,"I love science city. It's a nice place for family, especially for children. There are lots of things to see. Every piece was interesting. If children are taken there, it will be memorable for them. I liked the fish aquarium, the animals imitation in the cave like. Also the different demonstration of sound, magnet, and many other .If hungry, there are eatery places, though not very tasty in my mouth but atleast, fills up my empty stomach.ðIt's a must to go to this place if one is in kolkataðððð",Science City
Oct 2016,5.0,This is very good exercise activity walking around four km .It have green area suitable for family and kids,Science City
Aug 2016 ,5.0,I felt it is a wonderful place . The entry fee is very less and what you get to see inside is unbelievable . Do not compare with any other science cities which cost you a fortune. This is for all and a place designed with care and thoughts. I loved the movie place which reminded me of planetarium. There are other concepts like butterfly garden etc as well as few rides.,Science City
Dec 2016,4.0,"It's one of the best attraction in Kolkata. Science teaches the laws of every things around, but the best way of learning is experiencing, & for that this is the place. This is a very intuitive place, where one can see many thing related to science, in work.This is specially a must visit place for all the students.",Science City
Jan 2017 ,5.0,"A very good place for kids, youngsters to hangout, chill out, you can have lots of fun here, it's a popular destination of Kolkata and also a landmark.",Science City
Jun 2017 ,4.0,Science city is the best choice for science student.In science city several science creations are present .,Science City
Jul 2016 ,5.0,interesting site although much of it is incomplete or rundown. involves a bit of walking to tour the whole place. have a try at whatever is working. not altogether perfectly maintained but worth checking out.,Science City
Jun 2017 ,4.0,A nice place to spend weekend. One have to buy time machine tickets along with other tickets earlier on weekends. You can carry your food. Earth exploration hall is new and very well decorated. Dark rides always have long queues.Overall it was a nice experience.,Science City
Jun 2017 ,5.0,"It was good experience to know about science ,it was like science exibhition it has many department and really good",Science City
Dec 2016,5.0,Have been to this place since school days & the current state of affairs is not so great. Most of the places are not well kept or maintained & only a very few new items have been added.,Science City
Jun 2017 ,5.0,Science city is very important model in science our education life.it is very important place in kolkata.,Science City
Jun 2017,5.0,"The place has lots of attractions and covering it all in a day could be difficult . The rates are highly subsidised compared to Other metro parks ð. The shows are definitely worth the time and queues esp the dinosaur show , solar system show and astronaut show. The cable car is fun as it offers a view from the top of entire science city!",Science City
May 2017 ,5.0,"More than a decade later I have visited this place- this time with my tiny nephews. Have to say its still as well maintained as it used to be before.Crowd was pleasing as well. People were saying the rides have improved as well, though I didnt get a chance to visit any of them.",Science City
Jun 2017 ,4.0,Science city Kolkata is lovely place to visit... It is best science museum in India... Its must see location,Science City
May 2017 ,5.0,Visited for the first time and it was so amazing enjoyed a lot with my family a well maintained place and you have to take a single for this place if you want to enjoy....Funny science facts lots of new things to learn for kids,Science City
May 2017 ,4.0,"This is an enormous place, and one can spend whole day here. The area is full of scientific applications both inside the buildings and outside. Inside you have 3D movies, and other shows. Outside you have ropeway, roller coaster etc. There are lot of fish in aquariums, butterfly parks etc.",Science City
Apr 2017 ,5.0,Enormous place. Has so much to experience. We were busy in the Expo so could not see the other attractions. Will go with family in the winter for a day long experience inside Science City.,Science City
Jun 2016 ,4.0,"I have been there for once. One can spend a whole day there, it has too many attractions to see inside. Science City is easily accessible by public buses and taxis. It also have ample of car-parking spaces inside. For Childrens it's an adventure place. It has ample of space inside.",Science City
Jan 2017 ,5.0,It was hot but a must see place if you are with young kidsThe shows are very well organised and educativeDon't miss the history of evolution showMake sure one carries umbrella as it was hot in April,Science City
May 2017 ,5.0,If you love science and the curious about it you should visit the museum while in Kolkatta . Very well organised and truly you will like it.,Science City
Mar 2017 ,5.0,It's an Amazing place And Excellent for Kids. Lot's of activity aligned with Science there with a ropeway also. You can enjoy the total day there with your kids. We enjoyed a lot. MUST Visit and recommended.,Science City
Jul 2016 ,4.0,"Science city is a very good visit for young children and also for adults. As the name suggest, there are many technological instruments and platforms applying several theories of physics, which everyone will enjoy. There are many amusement activity center inside Science City along joy rides. With Space theatre, evolution park and ropeway ride, enjoyment is guaranteed in Science City.",Science City
Apr 2017 ,5.0,"The science city is very vast and accessible as it is adjacent to highway. also one gets tired as it is developed in a very vast space, but a great place to visit for enthusiasts.",Science City
Dec 2016 ,4.0,A full day is required to explore this place and it is place of interest for all age group of people.,Science City
May 2016 ,5.0,It is a kind of amusement park and science park together. Really nice to spent a day specially with kids. The 3D show and space show are excellent. You can opt for rope way entry!,Science City
Dec 2016 ,4.0,"Visited with three kids had a great time ,one thing is that we missed the show as it got full when we arrived ,they should have been smaller time interval in between the show ,but a nice place to show kids ,science museum was excellent",Science City
Mar 2017 ,5.0,"I love this place, its full of science for kids, I don't know when I forgot that I am an adult during the visit. It has few science museums, shows and fun ride. I will take entire day to complete science city.",Science City
Jan 2017 ,5.0,The science city is a must visit for children and adults as it entertainment for both. Entry with the trolley is fascinating. All the segments inside are informative as well as entertaining. 3D is the best.,Science City
May 2016,4.0,"Experience the various aspects of science and get to know about the various applications of science, scientific instruments. It is a must visit attraction for every science enthusiasts.",Science City
Mar 2017 ,5.0,"Lot of items have been added in Science City. Such as 3D Cinema, Time Zone, Evolution of Mankind in Panorama screen etc.",Science City
Mar 2017 ,4.0,"My kids love it. Rope way, 3D, Time Machine, and lots of excellent scientific effects will enjoy kids most. Must visit if you in Kolkata and having kids.",Science City
Jul 2016 ,5.0,"Everyone should visit science city at least once! It is a unique place with no parallel anywhere else.Though the place is not properly maintained, it is still a great family outing place especially if you enjoy science!",Science City
Mar 2017 ,4.0,Kolkata famous scientific place with natural views and also enjoyment in some rides you will get joy in science city,Science City
Jan 2017 ,5.0,Heard a lot about this place. It's kind of OK type place. Place needs renovation & some new science concepts. Most of the experiments are not working. My young son was very enthusiastic to visit this place but he got disappointed. 3D show was totally disappointed.,Science City
Feb 2017 ,5.0,It's a good place to take kids here and explore science. Good number of activities organised on the basis of physics.,Science City
Aug 2016 ,5.0,One of the finest science museum in India. Neatly organized subject wise. food and wash rooms available. According to your interest timings vary. Prepare for long walks.,Science City
Feb 2017 ,5.0,It is very nice place to spend time with friends and family. I have been their more than twice. Love this place,Science City
Feb 2017 ,4.0,Science city one of best place in Kolkata..good place for children..get to learn so many things..can learn n enjoy,Science City
Dec 2016 ,5.0,Science city started as an educational place for all age groups with lot of live experiments on scientific concepts. There is a time machine also inside the science park. The entry tickets are also not much expensive. Overall its a good place but a little low on maintenance and enhancements.,Science City
Oct 2016 ,4.0,"I was here in 2009.. Had a layover of around 5 hrs in Kolkata on the way to Bagdogra.. When I asked with the locals on which place we can visit so that I remember Kolkata after I go back, everyone told science city without a doubt.. I hired a round about taxi from the airport to science city and started looking at the city of Kolkata.. This place was around an hour of journey from the airport.. But worth seeing.. A unique experiment for the sake of science and it's has it mark etched..",Science City
Dec 2016 ,5.0,We visited science city for the third time.This time with my grand son.Please have some time to spend in this beautiful area .Try to explain every thing you know to your younger generationA must place to see in Kolkata,Science City
Jan 2017,4.0,"There are a lot of options in science city. Lot of live experiments based on the concepts of science. The maze with experiments in it is very interesting. Eatables are available inside although the quality is not very great. Marine museum has lot of models of ships. Dinosaur hall was under renovation. You can also see rabbit, duck, peahen and hamster. Entry ticket is Rs. 40, trolley ride costs Rs. 46, manual monorail is Rs 15, train ride is Rs. 15 and the theater show is Rs. 60. It is better to buy theater tickets at entrance as Que for the ticket inside is very long.",Science City
Dec 2016,5.0,"You should plan to spend an entire day to go to this place, go through all the exhibitions and shows. You should also enjoy the joy rides available here, specially the cable car would give you a 360 degree view of the great city.",Science City
Dec 2016 ,5.0,"Take food with you and beware of crowds. Try to reach early and get out early. Enjoy all shows, forget the museums - nothing will register at the speed at which you see things. The food served there is horrible and crowds on Sat/Sun are horrible.",Science City
Jan 2017 ,5.0,"Got the opportunity to travel to this lovely place after hearing from my friend. Well planned and neatly marked areas and good ride in the cable car. This is not enough, unless you attend some important shows they conduct at regular intervals. It is worth visiting place ,when you are in Kolkata. If you go with your kids,they will really enjoy the trip.",Science City
Apr 2016 ,5.0,Very good outing for children ... combining fun with education through well constructed science models to provoke curiosity for children,Science City
Nov 2016 ,5.0,"this is a must visit place for every students,the area of science city is huge and there is a total package of entertainment and science.a huge types of model and intruments is showing here,beside it there are many fun rides,it cost 300 per preson to visit it.",Science City
Dec 2016 ,4.0,Science city of kolkata is major tourist attraction of city..here lots of things to see and observe science closely..best for student who keen to know science behind many natural phenomena,Science City
Jan 2017 ,5.0,Science City used to be one of the most exciting place when I was child. But till now it's among the most preferable place to visit.,Science City
Dec 2016 ,4.0,Good/best science tour for young children.They can go with there teacher and family for know and learn and see practically about science.Good park for afternoon short trip for spending good time.child students can also go as a intitution group with teacher to get spcial discount.Altough price is well for all individual.,Science City
Jan 2017 ,5.0,Good for science students... Visit with your children. They will enjoy................Best luck...Avoid Sunday. Very crowd on Sunday..,Science City
Jan 2017 ,4.0,it was in kolkata it was good place for all the students and also all the parents the good thing that the information provided by the place is nice. all students are plz come the place to learn more about science.,Science City
Oct 2016 ,5.0,Don't miss to see this place if you are planning to visit Kolkata. It has several attractions on science that you stay in your mind for years.,Science City
Jan 2017 ,5.0,This science city is the largest sci city in India.If you visit Kolkata you must go to this place.Very good for children.,Science City
Dec 2016 ,5.0,This is a nice place to spend a day with young kids. There are lots of things to see and learn about. This place also receives lots of footfall specially during holiday season and thus better be avoided. Needs better maintenance.,Science City
Jan 2017 ,5.0,"Although infrastructure is there, but needs up gradation and made at par with that of international standards",Science City
Jan 2017 ,5.0,It's amazing on entrance in the science city more equipments located in the 4 floors superb at all mirrirs and sound waves and more are in the science City totally students must see it for improvement knowledge with experimental for best results in exams i recommend it all students,Science City
May 2016 ,4.0,A must visit place for the science lovers as well as the young children and teenagers. So many science related activities are showing there. Butterflies are kept in some AC habitat compartment. Fishes are kept in aquarium and so many science related shows are showing there but each shows needs entry ticket. Ropeway riding was so much fun for me,Science City
Sep 2016 ,5.0,"It is one of the Kolkata's worth attraction. It is a fascinating experience for all ages which showcases science and technology in a playful manner. It consumes one complete day hours to visit all activity quarters.It provides with a thrill, excitement, and amusement. I would recommend for a visit once.",Science City
Dec 2016 ,4.0,"Science city is a an interactive museum space with shows. If you have seen museums abroad, you will not be impressed.",Science City
Feb 2016 ,5.0,"Visited with family and kids and had a wonderful time. Entry through the cable car was great. If you have kids who are interested in science, take a whole days time to spend. My daughter ; aged 8 years took 4 hours to complete a hall and then we rushed through the others. Planning a second visit.",Science City
Dec 2016 ,4.0,If you visit with children they will definitely surprise at different gallery. You can also came to know about different things at one place and you will love to visit again.,Science City
Dec 2016 ,5.0,Nice place for entertainment and knowledge at the same time. You can spend more than half the day here with a lots of different types of shows and science related activities. Children as well as adults can spend good time here. It is good for family picnics also and for school picnics also.The dinosaur park is also worth seeing.,Science City
Jan 2016 ,5.0,"The science city needs a few hours to enjoy, ponder and wander through the exhibits. Take advantage of all the extras. Travel time, view the dinosaurs, enjoy gravity, and play in the park.",Science City
Dec 2016 ,5.0,a sheer waste of time and money. Nothing much to see. half of the instruments are non-functional. You can enter the park through a ropeway which is fun. Better to visit Birla Industrial Museum which is 1000 times better!,Science City
May 2016 ,4.0,Science city is located at the outskirts of Kolkata. part of the Kolkata city this is a museum of sciences idea theory and innovation.it is 6to 7 km away from the Kolkata city.you can visit this place with your family friends and children.,Science City
